term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
price,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,1.0249999999991666,0.025,1.0249999999994384,0.025,1.0249999999994897,1.0249999999995285,0.025,0.025,0.025000000000000005,0.025,1.0249999999995572,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999997423,0.02500000000000001,2.02499999999919,0.025,0.025,0.025,0.025
price freedom,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995572,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996582,0.025,0.025,0.025,0.025,0.025,0.025
pride,0.025,0.025,0.025,1.0249999999997499,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995327,0.025,0.025,0.025,1.0249999999995318,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995196,0.025,1.0249999999996178,0.025,0.025,0.025,0.025,0.025,2.0249999999995567,1.024999999999598,0.025,0.025,0.025
prince,0.025,4.024999999999745,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996389,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996113,3.002326614592067,0.025,0.025,0.025,1.0249999999996096,3.0249999999997828,0.025,0.025,0.025,0.025,1.0249999999996329,0.025,1.0476733854073113,0.025,0.025,0.025,0.025
princess,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999631,0.025,3.024999999999768,0.025,1.3640625503274915,3.02499999999974,0.025,0.025,0.025,3.0249999999996398,1.0249999999996124,0.025,4.685937449671442,0.025,0.025,0.025,1.024999999999624
principles,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995327,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996424,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
prints,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994905,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,1.0249999999993011,0.025,0.025,0.025,0.025,0.025,0.025,0.025
priority,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999445,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999399,0.025,0.025,0.025,0.025,0.025
prison,1.0249999999996848,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999665,0.025,0.025,1.0249999999995307,3.0249999999994057,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
prisoner,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999991666,0.025,0.025,0.025,3.0249999999994848,0.025000000000000005,0.025,1.0249999999994053,0.025,1.0588135183716865,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,1.0249999999996124,1.991186481627428,0.025,1.0249999999994261,2.0249999999996944
prisoners,0.025,0.025,0.025,0.025,1.024999999999417,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996464,0.025,0.025,1.024999999999544,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995738,0.025,0.025
privilege,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996298,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995683,0.025,0.025,0.025,0.025,0.025,1.0249999999995816,0.025
prize,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994106,1.0249999999995012,0.025,1.0249999999995656,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996042,1.0249999999988368,0.025,0.02500000000000001,0.025,0.025,0.025,0.025
problem,0.025,0.025,0.025,0.025,0.025,1.0249999999995636,0.025,0.025,1.907752095255259,0.025,0.025,0.025,0.025,2.004777976362274,13.921924340079373,6.262531126206577,1.8366400091214818,1.0830294938861715,3.0452220236369905,0.025,2.2568257432400576,0.025,5.650076934119134,0.025,0.025,1.0249999999996318,1.0721985141540202,2.024999999999623,0.025,0.025,0.025,1.0249999999995545,0.025,0.025,1.0249999999996315,0.025,0.025,2.2340217439340244,0.025,2.0249999999997086
problem hello,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996255,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
problem stark,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996318,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996882,0.025,0.025
problems,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993487,0.025,0.025,0.025,1.024999999999512,0.025,0.025,0.025,0.025,1.0249999999994726,1.0249999999995305,0.025,0.025,0.025000000000000005,1.0249999999996169,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993307,1.0249999999996016,0.025,0.025,0.025,0.025
procedure,0.025,0.025,0.025,0.025,0.025,1.0249999999995643,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996338,0.025,1.0249999999986128,1.0249999999992707,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995727,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993322,0.025,0.025,0.025000000000000005,0.02500000000000001,0.025,0.025,0.025,0.025,0.025,0.025
procedure tomorrow,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995727,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993322,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025
process,0.025,0.025,0.02500000000000001,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025000000000000005,0.025,0.025000000000000033,0.025,0.025,0.025,0.707985254818027,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999994945,1.3420147451767932,0.025,0.025,0.025,1.0249999999995694,0.025,0.025,0.025
production,0.025,0.025,0.025,0.025,0.5937481108744382,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995678,0.025,0.025,0.025,1.4562518891247087,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
program,0.025,0.025,1.4615565660622114,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996993,0.025,0.025,2.063347454170885,0.025,0.025,0.025000000000000005,0.025,0.025,1.0249999999994723,2.5500959797652762,0.025,1.0249999999996215,1.0249999999996444,2.024999999999682,0.025,0.025,0.025,1.0249999999995514,0.025,0.025,2.0249999999996313,0.025,0.025,0.025,0.025,0.025,1.0249999999996813,2.0249999999996247,0.025
progress,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999997008,0.025,0.025,0.025,0.025,1.024999999999554,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999462,0.025,0.025,0.025,0.025,0.025,0.025,0.025
project,0.025,1.0249999999995874,0.025,1.024999999999755,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999996793,1.0249999999994726,2.393440221452968,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999618,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.6565597785459186,1.0249999999996646,0.025,0.025
projects,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999995256,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
promise,0.025,0.025,1.0249999999995907,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996087,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,4.024999999999488,0.025,0.025,0.025,0.025000000000000005,1.0249999999996497,2.024999999999543,0.025,0.025,0.025,0.025000000000000012,0.025
promises,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996982,0.025,1.0249999999995374,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999537,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
pronto,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994388,1.0249999999995991,0.025,0.025,0.025000000000000005
proof,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999689,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999471,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
property,0.025,0.025,1.0249999999995252,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996273,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
prophecy,0.025,0.025,0.025,2.0249999999998116,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999992647,0.025,0.025,0.025,0.025,0.025,0.025,0.025
propulsion,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999997494,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999681,0.025,0.025
protection,2.0249999999997623,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996373,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,1.0249999999996444,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996289,0.025,0.025,0.025,1.0249999999992576,0.025
protocol,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996118,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996369,0.025,0.025,0.025,1.0249999999995685,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
protocols,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994723,0.025,0.025,0.025,0.025,0.025,2.0249999999996073,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
prototype,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999995176,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996042,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
proud,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999991264,0.025,0.025,0.025,0.025,0.025,1.024999999999399,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
psst,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,5.02499999999943,0.025,0.025,0.025,0.025,0.025,1.0249999999995203,1.0249999999996704,0.025,0.025,1.0249999999996098,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994437,0.025,0.025,0.025
psst hey,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999615,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
psst psst,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999615,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
public,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999672,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999997055,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
puce,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000022,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.024999999997954,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
pull,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999991446,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.024999999999332,0.025,0.025,1.0249999999995012,2.0249999999994714,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995048,0.025,0.025,0.025,0.025,0.025
pulse,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,4.024999999999757,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996153,0.025,0.025,0.025,0.025,0.025
punch,0.025,0.025,0.025,0.025,1.0249999999996617,0.025,0.025,0.025,0.025,0.025,1.0249999999994337,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999994963,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005
punches,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999993555,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
punishment,0.025,1.0249999999996142,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996444,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
punk,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999613,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996449
purpose,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.06725143412908,0.025,0.025,1.024999999999495,1.0249999999993886,0.025,1.0249999999994646,0.025,0.025,0.02500000000000001,5.982748565869507,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995514,1.0249999999996162,0.025,0.025,0.025,0.025,0.025,0.025,0.025
purposes,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.709244045419745,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.340755954579594,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
purposes living,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999996406,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
pursuit,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999523,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995174
push,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996338,1.0249999999996189,0.025,3.0249999999962243,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025000000000000033,0.025,0.025,0.025,1.0249999999996324,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
puzzle,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.02499999999934,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995691,0.025,0.025,0.025
quadrant,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999651,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999708,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
quality,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994892,0.025,0.025,1.0249999999995656,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
quantum,0.025,0.025,0.025,0.025,2.024999999999585,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996444,0.025,0.025,1.0249999999995518,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
quart,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995638,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999642,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
quartet,0.025,2.0249999999991632,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
que,0.025,0.025,0.025,0.025,1.0249999999996424,0.025,0.025,0.025,3.0249999999996784,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999739,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999552,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
queen,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.515068642806297,0.025,0.025,0.025,0.025,0.025,2.534931357192904,0.025,0.025,0.025,1.0249999999994468,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025
queens,0.025,0.025,0.025,0.025,0.025,1.024999999999568,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995933,0.025,0.025,0.025,0.025,0.025,0.025,0.025
question,0.025,3.3069433708700133,0.025,0.025,0.025000000000000005,2.0249999999990216,0.9754874481717413,0.025,0.025,0.02500000000000001,0.025,1.014553345174844,0.025,2.114813508850834,0.025,8.44168405038777,1.3376143571656844,0.025,1.1356584363323394,0.025,0.025,0.025,1.0249999999996438,2.0249999999995976,0.025,1.5294678026134378,0.025,0.025,1.024999999999681,0.025,0.025,4.172475466039702,6.679237586407666,1.0523702826404384,0.025,0.025,1.9874472446148883,1.0249999999996868,0.025,1.5772471007259197
question question,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999651,1.024999999999621,0.025,0.025,0.025,0.025,0.025,0.025,0.025
questions,1.1041434570528699,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996846,0.025,0.025,0.025,0.025,1.9458565429457677,1.0249999999995654,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,4.02499999999924,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996886,0.025,0.025
qui,0.025,0.025,0.025,0.025,0.025,1.0249999999995667,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999997423,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
quick,1.0249999999995416,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.992836024610993,0.025,0.025,0.025,2.0571639753870072,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.02500000000000001,1.0249999999996482,0.025,0.025000000000000005,0.025,0.025,0.025,0.025
quiet,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999619,0.025,1.0249999999994612,0.025,0.025,0.025,2.02499999999964,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
quietly,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999515,0.025,0.025,0.025,1.024999999999556,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
quill,0.025,1.0249999999996144,0.025,0.025,3.0249999999995776,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
quinjet,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993016,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999516,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
quit,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,1.0249999999994817,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999408,0.025,0.025,0.025,0.025,1.024999999999529,0.025,1.0249999999988488,0.025
