term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
plan,0.025,0.025,0.025,2.1591577448197667,1.04104354242942,0.025,1.11569754189062,0.025,2.6611393574321918,1.0981234433900358,0.025,0.025,1.0249999999996393,0.025,1.5838020345516621,4.411176050070206,3.1975194909799285,0.025,20.543470912963436,0.025,0.025,0.025,0.025000000000000005,0.9967868152167828,0.025,0.025,5.221575535305895,0.025,0.025,0.025,0.025,1.0249999999995685,1.1939750166100942,0.025,1.0906832707409784,0.025,0.025,20.03584924359327,0.025000000000000005,0.025
plan plan,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999992399,0.025,0.025,4.024999999999527,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996535,0.025,0.025
plane,0.025,0.025,0.025,0.025,0.025,1.0249999999995636,0.025,0.025,0.025,4.996996698155192,0.025,0.025,0.025,1.0249999999995787,1.053003301843947,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995467,4.024999999999503,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
plane crash,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993948,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996564,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
planes,0.025,0.025,0.025,0.025,0.025,1.0249999999995636,0.025,0.025,0.025,1.0249999999995414,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
planet,0.025,0.025,0.025,0.025,0.8407020608044821,1.0249999999995636,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996997,2.0249999999993635,0.025,0.025,0.025,0.025,5.7280112206801865,0.025,5.190395767394506,1.0249999999996438,0.025,0.025,0.025,5.760754990671283,1.0249999999996324,0.025,0.025,0.025,2.0249999999996695,0.025,1.0249999999996213,2.3107706017531964,4.024999999999608,0.025,1.3193653586941623,0.025,0.025
planet killer,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996717,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
planet people,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999333,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995685,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025
planets,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999695,0.025,1.0249999999993826,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999467,1.0249999999995305,0.025,0.025,0.025,0.025,0.025,1.0249999999996648,0.025,0.025,1.024999999999628,0.025,0.025,0.025,1.0249999999995383,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
planning,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999087,0.025,0.025,0.025,1.0249999999995265,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
plans,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.134522187098916,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994803,0.025000000000000005,0.025,0.025,0.025,1.0803508357841953,0.025,1.110667799617972,0.025,12.774459177497258,1.0249999999995167,0.025,0.025,1.0249999999997557,0.025,0.025,0.025,0.025,1.0249999999995836,0.025,0.025,1.024999999999592,0.025
plans plans,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999504,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
plant,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996513,0.025,0.025,0.025,0.025,0.025,1.0249999999994714,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
plaque,3.024999999999779,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
plate,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999997184,0.025,0.025,7.024999999999746,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999628,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
plate number,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996846,0.025,0.025,1.0249999999995547,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
platform,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999383,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996198,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
play,0.025,0.025,0.025,0.025,0.025,4.024999999999183,1.181218455127491,0.025,1.0249999999996424,1.0599903533885002,0.025,0.025,4.990009646610524,0.025,1.0249999999995312,0.025,0.025,2.024999999999596,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.8687815448718457,0.025,0.025,0.025,0.025,0.025,1.0249999999995685,0.025,0.025,1.0249999999995858,0.025,0.025,1.0249999999995771,0.025,0.025
play time,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996424,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995685,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
player,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993662,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,1.0249999999991506,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
playing,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996802,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995696,0.025,0.025,0.025,1.0249999999994623,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996886,0.025,0.025
pleasure,0.025,1.0249999999994825,0.025,0.025,0.025,0.025,0.025000000000000005,3.024999999999302,0.025,0.025,1.0249999999996833,0.025,1.0249999999996366,0.025,0.025,0.025,0.025,1.0249999999994874,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995196,0.025,0.025,0.025,0.025,2.0249999999996957,0.025,0.025,0.025,0.025,0.025,0.025,0.025
plenty,0.025,0.025,0.025,0.025,2.024999999999745,3.0249999999993795,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999399,1.0249999999995654,0.025,0.025,0.025,1.0249999999995274,0.025,0.025,0.025,0.025,3.0249999999995425,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
plot,0.025,0.025,0.025,2.0249999999997756,0.025,1.0249999999994583,0.025,0.025,0.025,2.02499999999965,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,1.0249999999996098,1.024999999999175,2.0249999999995305,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995782,0.025
plot control,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999995305,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
plug,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999711,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.02499999999916,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
pocket,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996369,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999999601,0.025,0.025,0.025,0.025,0.025
pod,0.025,0.025,0.025,0.025,3.993060987260269,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0569390127387186,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999598,0.025,1.024999999999646,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
poe,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999997197,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,5.024999999999377,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
point,0.025,1.3589679146973483,0.025,0.025,2.024999999999768,3.362800944273185,0.025,0.025,0.6152524276841825,5.024999999999688,0.025,15.540664503286289,1.1446466129717312,2.90020840016891,0.025,3.0249999999995825,4.20233208600419,0.025,0.025000000000000005,6.024999999999678,0.025,0.025,0.025,0.025,0.025,0.09859971991414157,0.025,2.4054462631863958,0.025,0.025,1.2642820172649725,4.553775507547988,0.025,1.0249999999996482,1.9503320705638234,1.1294207065346944,1.7184726187285733,0.025,0.12979820716843515,1.0249999999996449
point point,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995458,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999992752,0.025,0.025,2.0249999999996566,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999628,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
point time,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999995953,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999628,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
point view,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995998,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,4.024999999999128,0.025,0.025,0.025
points,0.025,1.0249999999991746,1.9631824417942763,0.025,1.0249999999996993,0.025,1.0432273791069264,0.025,0.025,0.025,0.025,0.025000000000000005,1.0249999999989685,0.025,0.025,0.025,3.0249999999995754,0.025,0.025,0.025,0.025,1.9993146677545577,0.025000000000000005,0.025,0.025,0.025,0.02500000000000001,0.025,0.025,1.0942755113414215,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005
police,0.025,0.025,0.025,0.025,1.024999999999694,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994646,0.025,0.025,1.0249999999994726,0.025,1.0249999999995574,0.025,0.025,0.025,0.025,0.025,0.025,0.025,4.02499999999976,1.0249999999996258,2.02499999999973,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995816,0.025
politics,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996366,1.0249999999995327,0.025,0.025,0.025,1.0249999999993178,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
poly,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999997352,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
pop,1.02499999999974,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995993,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.02499999999976,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999988488,0.025
population,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999989883,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996673,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
porifera,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996895,0.025,0.025,0.025
portal,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,4.716835941024432,0.025,1.0249999999992814,1.0249999999983663,1.3331640589744715,0.025,0.025,1.0249999999994537,0.025,0.025,0.025,0.02500000000000001,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999646,0.025,0.025
position,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999986426,0.025,0.025,1.024999999999608,0.025,0.025,0.025,0.025,0.025,11.02499999999933,0.025,0.025000000000000005,0.025000000000000005,0.025000000000000005,0.025,0.025,0.02500000000000001,0.025,1.933234823697093,0.025,0.025,0.025,0.025,1.1167651763014068,0.025,0.025000000000000005,0.025
post,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999992347,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994714,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
postcard,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999608,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.02499999999955,0.025
posters,0.025,1.0249999999989714,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999990633,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025000000000000005,0.025
postman,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996593,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
potential,0.025,0.025000000000000005,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.024999999998488,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995942,0.025
power,0.025,0.025,0.025,6.180662681588591,0.025,0.025,2.049805858011891,3.5758487078171877,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,1.0557992668785774,0.13227479996421174,0.025,0.025,2.0582058089474877,0.08441270939049719,0.025001434471920648,0.025,0.025,0.13342642364282742,1.0777766480413424,3.63858793229532,0.6586580297614015,2.2282078795743883,0.025,0.025,0.05772706157493178,3.244303224228763,83.87843669161728,0.025,11.3458648421885,0.025,0.025,0.025,0.025,0.025
power life,0.025,0.025,0.025,0.025000000000000005,1.0249999999992725,0.025,0.025,0.025,0.025,1.0249999999987747,0.025,0.025,0.025,0.025,0.025,1.0249999999981638,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999471,0.025,0.025,0.025,0.025000000000000005,0.025,0.025000000000000012,0.025,0.02500000000000001,0.025,0.025,0.025
power man,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999989516,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999471,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025
power power,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,8.024999999999485,0.025,0.025,0.025,0.025,0.025,0.025,0.025
power shine,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,3.0249999999994803,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
power source,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999983663,0.025,1.0249999999995445,0.025,0.025,0.025,0.025,0.025,0.02500000000000001,2.024999999999662,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996204,0.025,0.025,0.025,0.025,0.025,0.025
power universe,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,1.0249999999994897,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995616,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
powers,0.025,0.025,3.0249999999997175,1.0249999999997499,0.025,0.025,0.025,0.025,0.025,3.0249999999996513,0.025,0.025,0.025,0.025,0.025,1.0249999999993662,0.025,0.025,1.0535122998043216,1.0640608679427865,0.025,0.025,0.025,1.0249999999996326,0.025,15.95742683225121,0.025,0.025,0.025,0.025,0.025,1.0249999999995616,1.0249999999996042,0.025,0.025,0.025,0.025,0.025,0.025,0.025
powers power,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999997557,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
practice,0.025,5.024999999999556,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995272,0.025,2.0249999999995825,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
praise,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996398,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994275,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
prayer,0.025,0.025,0.025,0.025,1.0249999999995936,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995623,0.025,0.025,0.025,0.025,1.0249999999995278,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
prayers,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999367,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996855,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005
precision,0.025,0.025,0.025,0.025,0.025,1.0249999999995667,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996444,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
predator,1.02499999999974,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.944073941663028,0.025,0.025,0.025,1.1059260583357908,2.0249999999996726,0.025,0.025,1.0249999999995574,0.025,0.025,0.025,0.025,0.025,2.0249999999995754,0.025,1.0249999999996124,0.025,1.0249999999995392,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996868,0.025,0.025
predator way,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996124,0.025,1.0249999999995392,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
predators,2.0249999999998045,0.025,1.0249999999995678,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996129,0.025,6.02499999999947,1.0249999999995654,0.025,0.025,1.0249999999995574,1.024999999999568,0.025,1.0249999999996429,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,3.0249999999993196,0.025,2.0249999999997,0.025,0.025,2.024999999999764,1.0249999999995782,0.025
predators savage,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999995654,0.025,0.025,0.025,0.025,0.025,1.0249999999996429,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
premonitions,0.025,0.025,2.024999999999688,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
prepare,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996118,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996173,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999994683,0.025,0.025,3.024999999999141
presence,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,1.0249999999985886,4.024999999999386,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,1.0249999999995616,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
pressure,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,8.0115071377368,0.025,1.0384928622623344,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
pretend,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0788690151152827,0.025,0.025,0.025,0.025,2.9711309848834913,0.025,0.025,0.025,0.025,0.025,0.025000000000000005,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
pretend investigation,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996438,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
pretending,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999993749,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.02499999999968,0.025,0.025
pretty,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.024999999999537,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.8222607991704466,0.025,0.025,0.025,0.025,0.025,1.227739200828612,0.025,0.025,0.025,0.025,0.025,0.025,0.025
prey,1.0249999999997406,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,2.0249999999996464,1.0249999999994106,0.025,1.0249999999995574,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1.0249999999996318,0.025,0.025,0.025,0.025,1.0249999999996027,0.025,0.025,0.025,0.025,0.025
